Time_sec,Pan_Actual_deg,Pan_Target_deg,Pan_Error_deg,Tilt_Actual_deg,Tilt_Target_deg,Tilt_Error_deg,Incidence_deg,IsLocked,LDR_Right_V,LDR_Left_V,LDR_Up_V,LDR_Down_V,Current_Pan_A,Current_Tilt_A,Velocity_Pan_dps,Velocity_Tilt_dps,Power_Pan_W,Power_Tilt_W,Power_Total_W
0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0081,1,4.3595,4.3595,4.3595,4.3595,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.010,0.0000,0.0250,0.0250,0.0000,0.0005,0.0005,0.0082,1,4.3595,4.3595,4.3595,4.3595,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.020,0.0000,0.0500,0.0500,0.0000,0.0010,0.0010,0.0083,1,4.3595,4.3595,4.3595,4.3595,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.030,0.0000,0.0750,0.0750,0.0000,0.0015,0.0015,0.0086,1,4.3595,4.3595,4.3595,4.3595,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.040,0.0000,0.1000,0.1000,0.0000,0.0020,0.0020,0.0090,1,4.3595,4.3595,4.3595,4.3595,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.050,0.0000,0.1250,0.1250,0.0000,0.0025,0.0025,0.0095,1,4.3595,4.3595,4.3595,4.3595,0.1898,0.0000,0.0000,0.0000,1.1385,0.0000,1.1385
0.060,0.0000,0.1500,0.1500,0.0000,0.0030,0.0030,0.0101,1,4.3595,4.3595,4.3595,4.3595,0.1937,0.0000,0.0000,0.0000,1.1625,0.0000,1.1625
0.070,0.0000,0.1750,0.1750,0.0000,0.0035,0.0035,0.0107,1,4.3595,4.3595,4.3595,4.3595,0.1977,0.0000,0.0000,0.0000,1.1864,0.0000,1.1864
0.080,0.0000,0.2000,0.2000,0.0000,0.0040,0.0040,0.0114,1,4.3595,4.3595,4.3595,4.3595,0.2017,0.0000,0.0000,0.0000,1.2104,0.0000,1.2104
0.090,0.0000,0.2250,0.2250,0.0000,0.0045,0.0045,0.0121,1,4.3595,4.3595,4.3596,4.3595,0.2057,0.0000,0.0000,0.0000,1.2343,0.0000,1.2343
0.100,0.0000,0.2500,0.2500,0.0000,0.0050,0.0050,0.0129,1,4.3595,4.3595,4.3596,4.3595,0.2097,0.0000,0.0000,0.0000,1.2583,0.0000,1.2583
0.110,0.0000,0.2750,0.2750,0.0000,0.0055,0.0055,0.0137,1,4.3595,4.3595,4.3596,4.3595,0.2137,0.0000,0.0000,0.0000,1.2822,0.0000,1.2822
0.120,0.0000,0.3000,0.3000,0.0000,0.0060,0.0060,0.0145,1,4.3595,4.3595,4.3596,4.3595,0.2177,0.0000,0.0000,0.0000,1.3062,0.0000,1.3062
0.130,0.0000,0.3250,0.3250,0.0000,0.0065,0.0065,0.0153,1,4.3595,4.3595,4.3596,4.3595,0.2217,0.0000,0.0000,0.0000,1.3301,0.0000,1.3301
0.140,0.0000,0.3500,0.3500,0.0000,0.0070,0.0070,0.0162,1,4.3595,4.3595,4.3596,4.3595,0.2257,0.0000,0.0000,0.0000,1.3541,0.0000,1.3541
0.150,0.0000,0.3750,0.3750,0.0000,0.0075,0.0075,0.0170,1,4.3595,4.3595,4.3596,4.3595,0.2297,0.0000,0.0000,0.0000,1.3781,0.0000,1.3781
0.160,0.0000,0.4000,0.4000,0.0000,0.0080,0.0080,0.0179,1,4.3595,4.3595,4.3596,4.3595,0.2337,0.0000,0.0000,0.0000,1.4020,0.0000,1.4020
0.170,0.0000,0.4250,0.4250,0.0000,0.0085,0.0085,0.0188,1,4.3595,4.3595,4.3596,4.3594,0.2377,0.0000,0.0000,0.0000,1.4260,0.0000,1.4260
0.180,0.0000,0.4500,0.4500,0.0000,0.0090,0.0090,0.0197,1,4.3595,4.3595,4.3596,4.3594,0.2417,0.0000,0.0000,0.0000,1.4499,0.0000,1.4499
0.190,0.0000,0.4750,0.4750,0.0000,0.0095,0.0095,0.0207,1,4.3595,4.3595,4.3596,4.3594,0.2456,0.0000,0.0000,0.0000,1.4739,0.0000,1.4739
0.200,0.0000,0.5000,0.5000,0.0000,0.0100,0.0100,0.0216,1,4.3595,4.3595,4.3596,4.3594,0.2496,0.0000,0.0000,0.0000,1.4978,0.0000,1.4978
0.210,0.0000,0.5250,0.5250,0.0000,0.0105,0.0105,0.0225,1,4.3595,4.3595,4.3596,4.3594,0.2536,0.0000,0.0000,0.0000,1.5218,0.0000,1.5218
0.220,0.0000,0.5500,0.5500,0.0000,0.0110,0.0110,0.0234,1,4.3595,4.3595,4.3596,4.3594,0.2576,0.0000,0.0000,0.0000,1.5457,0.0000,1.5457
0.230,0.0000,0.5750,0.5750,0.0000,0.0115,0.0115,0.0244,1,4.3595,4.3595,4.3596,4.3594,0.2616,0.0000,0.0000,0.0000,1.5697,0.0000,1.5697
0.240,0.0000,0.6000,0.6000,0.0000,0.0120,0.0120,0.0253,1,4.3595,4.3595,4.3596,4.3594,0.2656,0.0000,0.0000,0.0000,1.5936,0.0000,1.5936
0.250,0.0000,0.6250,0.6250,0.0000,0.0126,0.0126,0.0263,1,4.3595,4.3595,4.3596,4.3594,0.2696,0.0000,0.0000,0.0000,1.6176,0.0000,1.6176
0.260,0.0000,0.6500,0.6500,0.0000,0.0131,0.0131,0.0272,1,4.3595,4.3595,4.3596,4.3594,0.2736,0.0000,0.0000,0.0000,1.6416,0.0000,1.6416
0.270,0.2130,0.6750,0.4620,0.0000,0.0136,0.0136,0.0282,1,4.3595,4.3595,4.3596,4.3594,0.2776,0.0000,21.3006,0.0000,1.6655,0.0000,1.6655
0.280,0.3957,0.8065,0.4108,0.0000,0.0141,0.0141,0.0291,1,4.3595,4.3595,4.3596,4.3594,0.2637,0.0000,18.2708,0.0000,1.5823,0.0000,1.5823
0.290,0.4915,0.9229,0.4314,0.0000,0.0146,0.0146,0.0301,1,4.3595,4.3595,4.3596,4.3594,0.2532,0.0000,9.5769,0.0000,1.5192,0.0000,1.5192
0.300,0.5341,0.9957,0.4616,0.0000,0.0151,0.0151,0.0311,1,4.3595,4.3595,4.3596,4.3594,0.2499,0.0000,4.2655,0.0000,1.4994,0.0000,1.4994
0.310,0.5651,1.0421,0.4770,0.0000,0.0156,0.0156,0.0320,1,4.3595,4.3595,4.3596,4.3594,0.2507,0.0000,3.0912,0.0000,1.5043,0.0000,1.5043
0.320,0.6036,1.0825,0.4789,0.0000,0.0161,0.0161,0.0330,1,4.3595,4.3595,4.3596,4.3594,0.2523,0.0000,3.8559,0.0000,1.5138,0.0000,1.5138
0.330,0.6512,1.1268,0.4756,0.0000,0.0166,0.0166,0.0340,1,4.3595,4.3595,4.3596,4.3594,0.2532,0.0000,4.7580,0.0000,1.5191,0.0000,1.5191
0.340,0.7029,1.1756,0.4727,0.0000,0.0171,0.0171,0.0350,1,4.3595,4.3595,4.3596,4.3594,0.2533,0.0000,5.1725,0.0000,1.5200,0.0000,1.5200
0.350,0.7549,1.2265,0.4716,0.0000,0.0176,0.0176,0.0359,1,4.3595,4.3595,4.3597,4.3594,0.2532,0.0000,5.1966,0.0000,1.5191,0.0000,1.5191
0.360,0.8058,1.2774,0.4717,0.0000,0.0181,0.0181,0.0369,1,4.3595,4.3595,4.3597,4.3594,0.2530,0.0000,5.0886,0.0000,1.5181,0.0000,1.5181
0.370,0.8558,1.3279,0.4721,0.0000,0.0186,0.0186,0.0379,1,4.3595,4.3595,4.3597,4.3594,0.2530,0.0000,5.0040,0.0000,1.5177,0.0000,1.5177
0.380,0.9056,1.3779,0.4723,0.0000,0.0191,0.0191,0.0389,1,4.3595,4.3595,4.3597,4.3594,0.2530,0.0000,4.9761,0.0000,1.5177,0.0000,1.5177
0.390,0.9554,1.4278,0.4724,0.0000,0.0196,0.0196,0.0398,1,4.3595,4.3595,4.3597,4.3594,0.2530,0.0000,4.9817,0.0000,1.5179,0.0000,1.5179
0.400,1.0053,1.4777,0.4724,0.0000,0.0201,0.0201,0.0408,1,4.3595,4.3595,4.3597,4.3594,0.2530,0.0000,4.9941,0.0000,1.5179,0.0000,1.5179
0.410,1.0553,1.5277,0.4723,0.0000,0.0206,0.0206,0.0418,1,4.3595,4.3595,4.3597,4.3594,0.2530,0.0000,5.0013,0.0000,1.5180,0.0000,1.5180
0.420,1.1054,1.5777,0.4723,0.0000,0.0211,0.0211,0.0428,1,4.3595,4.3595,4.3597,4.3594,0.2530,0.0000,5.0027,0.0000,1.5180,0.0000,1.5180
0.430,1.1554,1.6277,0.4723,0.0000,0.0216,0.0216,0.0438,1,4.3595,4.3595,4.3597,4.3593,0.2530,0.0000,5.0015,0.0000,1.5180,0.0000,1.5180
0.440,1.2054,1.6777,0.4723,0.0000,0.0221,0.0221,0.0447,1,4.3595,4.3595,4.3597,4.3593,0.2530,0.0000,5.0003,0.0000,1.5179,0.0000,1.5179
0.450,1.2554,1.7277,0.4723,0.0000,0.0226,0.0226,0.0457,1,4.3595,4.3595,4.3597,4.3593,0.2530,0.0000,4.9997,0.0000,1.5179,0.0000,1.5179
0.460,1.3054,1.7777,0.4723,0.0000,0.0231,0.0231,0.0467,1,4.3595,4.3595,4.3597,4.3593,0.2530,0.0000,4.9997,0.0000,1.5179,0.0000,1.5179
0.470,1.3554,1.8277,0.4723,0.0000,0.0236,0.0236,0.0477,1,4.3595,4.3595,4.3597,4.3593,0.2530,0.0000,4.9999,0.0000,1.5179,0.0000,1.5179
0.480,1.4054,1.8777,0.4723,0.0000,0.0241,0.0241,0.0487,1,4.3595,4.3595,4.3597,4.3593,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.490,1.4554,1.9277,0.4723,0.0000,0.0246,0.0246,0.0497,1,4.3595,4.3595,4.3597,4.3593,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.500,1.5054,1.9777,0.4723,0.0000,0.0251,0.0251,0.0507,1,4.3595,4.3595,4.3597,4.3593,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.510,1.5554,2.0277,0.4723,0.0000,0.0256,0.0256,0.0516,1,4.3595,4.3595,4.3597,4.3593,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.520,1.6054,2.0777,0.4723,0.0000,0.0261,0.0261,0.0526,1,4.3595,4.3595,4.3597,4.3593,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.530,1.6554,2.1277,0.4723,0.0000,0.0266,0.0266,0.0536,1,4.3595,4.3595,4.3597,4.3593,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.540,1.7054,2.1777,0.4723,0.0000,0.0271,0.0271,0.0546,1,4.3595,4.3595,4.3597,4.3593,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.550,1.7554,2.2277,0.4723,0.0000,0.0276,0.0276,0.0556,1,4.3595,4.3595,4.3597,4.3593,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.560,1.8054,2.2777,0.4723,0.0000,0.0282,0.0282,0.0566,1,4.3595,4.3595,4.3597,4.3593,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.570,1.8554,2.3277,0.4723,0.0000,0.0287,0.0287,0.0576,1,4.3595,4.3595,4.3597,4.3593,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.580,1.9054,2.3777,0.4723,0.0000,0.0292,0.0292,0.0586,1,4.3595,4.3595,4.3597,4.3593,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.590,1.9554,2.4277,0.4723,0.0000,0.0297,0.0297,0.0596,1,4.3595,4.3595,4.3597,4.3593,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.600,2.0054,2.4777,0.4723,0.0000,0.0302,0.0302,0.0605,1,4.3595,4.3595,4.3598,4.3593,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.610,2.0554,2.5277,0.4723,0.0000,0.0307,0.0307,0.0615,1,4.3595,4.3595,4.3598,4.3593,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.620,2.1054,2.5777,0.4723,0.0000,0.0312,0.0312,0.0625,1,4.3595,4.3595,4.3598,4.3593,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.630,2.1554,2.6277,0.4723,0.0000,0.0317,0.0317,0.0635,1,4.3595,4.3595,4.3598,4.3593,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.640,2.2054,2.6777,0.4723,0.0000,0.0322,0.0322,0.0645,1,4.3595,4.3595,4.3598,4.3593,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.650,2.2554,2.7277,0.4723,0.0000,0.0327,0.0327,0.0655,1,4.3595,4.3595,4.3598,4.3593,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.660,2.3054,2.7777,0.4723,0.0000,0.0332,0.0332,0.0665,1,4.3595,4.3595,4.3598,4.3593,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.670,2.3554,2.8277,0.4723,0.0000,0.0337,0.0337,0.0675,1,4.3595,4.3595,4.3598,4.3593,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.680,2.4054,2.8777,0.4723,0.0000,0.0342,0.0342,0.0685,1,4.3595,4.3595,4.3598,4.3592,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.690,2.4554,2.9277,0.4723,0.0000,0.0347,0.0347,0.0695,1,4.3595,4.3595,4.3598,4.3592,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.700,2.5054,2.9777,0.4723,0.0000,0.0352,0.0352,0.0705,1,4.3595,4.3595,4.3598,4.3592,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.710,2.5554,3.0277,0.4723,0.0000,0.0357,0.0357,0.0715,1,4.3595,4.3595,4.3598,4.3592,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.720,2.6054,3.0777,0.4723,0.0000,0.0362,0.0362,0.0725,1,4.3595,4.3595,4.3598,4.3592,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.730,2.6554,3.1277,0.4723,0.0000,0.0367,0.0367,0.0734,1,4.3595,4.3595,4.3598,4.3592,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.740,2.7054,3.1777,0.4723,0.0000,0.0372,0.0372,0.0744,1,4.3595,4.3595,4.3598,4.3592,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.750,2.7554,3.2277,0.4723,0.0000,0.0377,0.0377,0.0754,1,4.3595,4.3595,4.3598,4.3592,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.760,2.8054,3.2777,0.4723,0.0000,0.0382,0.0382,0.0764,1,4.3595,4.3595,4.3598,4.3592,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.770,2.8554,3.3277,0.4723,0.0000,0.0387,0.0387,0.0774,1,4.3595,4.3595,4.3598,4.3592,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.780,2.9054,3.3777,0.4723,0.0000,0.0393,0.0393,0.0784,1,4.3595,4.3595,4.3598,4.3592,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.790,2.9554,3.4277,0.4723,0.0000,0.0398,0.0398,0.0794,1,4.3595,4.3595,4.3598,4.3592,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.800,3.0054,3.4777,0.4723,0.0000,0.0403,0.0403,0.0804,1,4.3595,4.3595,4.3598,4.3592,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.810,3.0554,3.5277,0.4723,0.0000,0.0408,0.0408,0.0814,1,4.3595,4.3595,4.3598,4.3592,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.820,3.1054,3.5777,0.4723,0.0000,0.0413,0.0413,0.0824,1,4.3595,4.3595,4.3598,4.3592,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.830,3.1554,3.6277,0.4723,0.0000,0.0418,0.0418,0.0834,1,4.3595,4.3595,4.3598,4.3592,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.840,3.2054,3.6777,0.4723,0.0000,0.0423,0.0423,0.0844,1,4.3595,4.3595,4.3598,4.3592,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.850,3.2554,3.7277,0.4723,0.0000,0.0428,0.0428,0.0854,1,4.3595,4.3595,4.3598,4.3592,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.860,3.3054,3.7777,0.4723,0.0000,0.0433,0.0433,0.0864,1,4.3595,4.3595,4.3599,4.3592,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.870,3.3554,3.8277,0.4723,0.0000,0.0438,0.0438,0.0874,1,4.3595,4.3595,4.3599,4.3592,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.880,3.4054,3.8777,0.4723,0.0000,0.0443,0.0443,0.0884,1,4.3595,4.3595,4.3599,4.3592,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.890,3.4554,3.9277,0.4723,0.0000,0.0448,0.0448,0.0894,1,4.3595,4.3595,4.3599,4.3592,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.900,3.5054,3.9777,0.4723,0.0000,0.0453,0.0453,0.0904,1,4.3595,4.3595,4.3599,4.3592,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.910,3.5554,4.0277,0.4723,0.0000,0.0458,0.0458,0.0914,1,4.3595,4.3595,4.3599,4.3592,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.920,3.6054,4.0777,0.4723,0.0000,0.0463,0.0463,0.0924,1,4.3595,4.3595,4.3599,4.3592,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.930,3.6554,4.1277,0.4723,0.0000,0.0468,0.0468,0.0934,1,4.3595,4.3595,4.3599,4.3591,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.940,3.7054,4.1777,0.4723,0.0000,0.0473,0.0473,0.0943,1,4.3595,4.3595,4.3599,4.3591,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.950,3.7554,4.2277,0.4723,0.0000,0.0478,0.0478,0.0953,1,4.3595,4.3595,4.3599,4.3591,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.960,3.8054,4.2777,0.4723,0.0000,0.0484,0.0484,0.0963,1,4.3595,4.3595,4.3599,4.3591,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.970,3.8554,4.3277,0.4723,0.0000,0.0489,0.0489,0.0973,1,4.3595,4.3595,4.3599,4.3591,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.980,3.9054,4.3777,0.4723,0.0000,0.0494,0.0494,0.0983,1,4.3595,4.3595,4.3599,4.3591,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
0.990,3.9554,4.4277,0.4723,0.0000,0.0499,0.0499,0.0993,1,4.3595,4.3595,4.3599,4.3591,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.000,4.0054,4.4777,0.4723,0.0000,0.0504,0.0504,0.1003,1,4.3595,4.3595,4.3599,4.3591,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.010,4.0554,4.5277,0.4723,0.0000,0.0509,0.0509,0.1013,1,4.3595,4.3595,4.3599,4.3591,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.020,4.1054,4.5777,0.4723,0.0000,0.0514,0.0514,0.1023,1,4.3595,4.3595,4.3599,4.3591,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.030,4.1554,4.6277,0.4723,0.0000,0.0519,0.0519,0.1033,1,4.3595,4.3595,4.3599,4.3591,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.040,4.2054,4.6777,0.4723,0.0000,0.0524,0.0524,0.1043,1,4.3595,4.3595,4.3599,4.3591,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.050,4.2554,4.7277,0.4723,0.0000,0.0529,0.0529,0.1053,1,4.3595,4.3595,4.3599,4.3591,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.060,4.3054,4.7777,0.4723,0.0000,0.0534,0.0534,0.1063,1,4.3595,4.3595,4.3599,4.3591,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.070,4.3554,4.8277,0.4723,0.0000,0.0539,0.0539,0.1073,1,4.3595,4.3595,4.3599,4.3591,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.080,4.4054,4.8777,0.4723,0.0000,0.0544,0.0544,0.1083,1,4.3595,4.3595,4.3599,4.3591,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.090,4.4554,4.9277,0.4723,0.0000,0.0549,0.0549,0.1093,1,4.3595,4.3595,4.3599,4.3591,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.100,4.5054,4.9777,0.4723,0.0000,0.0554,0.0554,0.1103,1,4.3595,4.3595,4.3599,4.3591,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.110,4.5554,5.0277,0.4723,0.0000,0.0559,0.0559,0.1113,1,4.3595,4.3595,4.3600,4.3591,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.120,4.6054,5.0777,0.4723,0.0000,0.0565,0.0565,0.1123,1,4.3595,4.3595,4.3600,4.3591,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.130,4.6554,5.1277,0.4723,0.0000,0.0570,0.0570,0.1133,1,4.3595,4.3595,4.3600,4.3591,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.140,4.7054,5.1777,0.4723,0.0000,0.0575,0.0575,0.1143,1,4.3595,4.3595,4.3600,4.3591,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.150,4.7554,5.2277,0.4723,0.0000,0.0580,0.0580,0.1153,1,4.3595,4.3595,4.3600,4.3591,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.160,4.8054,5.2777,0.4723,0.0000,0.0585,0.0585,0.1163,1,4.3595,4.3595,4.3600,4.3591,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.170,4.8554,5.3277,0.4723,0.0000,0.0590,0.0590,0.1173,1,4.3595,4.3595,4.3600,4.3591,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.180,4.9054,5.3777,0.4723,0.0000,0.0595,0.0595,0.1183,1,4.3595,4.3595,4.3600,4.3591,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.190,4.9554,5.4277,0.4723,0.0000,0.0600,0.0600,0.1193,1,4.3595,4.3595,4.3600,4.3590,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.200,5.0054,5.4777,0.4723,0.0000,0.0605,0.0605,0.1203,1,4.3595,4.3595,4.3600,4.3590,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.210,5.0554,5.5277,0.4723,0.0000,0.0610,0.0610,0.1213,1,4.3595,4.3595,4.3600,4.3590,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.220,5.1054,5.5777,0.4723,0.0000,0.0615,0.0615,0.1223,1,4.3595,4.3595,4.3600,4.3590,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.230,5.1554,5.6277,0.4723,0.0000,0.0620,0.0620,0.1233,1,4.3595,4.3595,4.3600,4.3590,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.240,5.2054,5.6777,0.4723,0.0000,0.0625,0.0625,0.1243,1,4.3595,4.3595,4.3600,4.3590,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.250,5.2554,5.7277,0.4723,0.0000,0.0630,0.0630,0.1253,1,4.3595,4.3595,4.3600,4.3590,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.260,5.3054,5.7777,0.4723,0.0000,0.0635,0.0635,0.1263,1,4.3595,4.3595,4.3600,4.3590,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.270,5.3554,5.8277,0.4723,0.0000,0.0641,0.0641,0.1273,1,4.3595,4.3595,4.3600,4.3590,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.280,5.4054,5.8777,0.4723,0.0000,0.0646,0.0646,0.1283,1,4.3595,4.3595,4.3600,4.3590,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.290,5.4554,5.9277,0.4723,0.0000,0.0651,0.0651,0.1293,1,4.3595,4.3595,4.3600,4.3590,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.300,5.5054,5.9777,0.4723,0.0000,0.0656,0.0656,0.1303,1,4.3595,4.3595,4.3600,4.3590,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.310,5.5554,6.0277,0.4723,0.0000,0.0661,0.0661,0.1313,1,4.3595,4.3595,4.3600,4.3590,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.320,5.6054,6.0777,0.4723,0.0000,0.0666,0.0666,0.1322,1,4.3595,4.3595,4.3600,4.3590,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.330,5.6554,6.1277,0.4723,0.0000,0.0671,0.0671,0.1332,1,4.3595,4.3595,4.3600,4.3590,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.340,5.7054,6.1777,0.4723,0.0000,0.0676,0.0676,0.1342,1,4.3595,4.3595,4.3600,4.3590,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.350,5.7554,6.2277,0.4723,0.0000,0.0681,0.0681,0.1352,1,4.3595,4.3595,4.3600,4.3590,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.360,5.8054,6.2777,0.4723,0.0000,0.0686,0.0686,0.1362,1,4.3595,4.3595,4.3600,4.3590,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.370,5.8554,6.3277,0.4723,0.0000,0.0691,0.0691,0.1372,1,4.3595,4.3595,4.3601,4.3590,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.380,5.9054,6.3777,0.4723,0.0000,0.0696,0.0696,0.1382,1,4.3595,4.3595,4.3601,4.3590,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.390,5.9554,6.4277,0.4723,0.0000,0.0701,0.0701,0.1392,1,4.3595,4.3595,4.3601,4.3590,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.400,6.0054,6.4777,0.4723,0.0000,0.0707,0.0707,0.1402,1,4.3595,4.3595,4.3601,4.3590,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.410,6.0554,6.5277,0.4723,0.0000,0.0712,0.0712,0.1412,1,4.3595,4.3595,4.3601,4.3590,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
1.420,6.1054,6.5777,0.4723,0.0000,0.0717,0.0717,0.1422,1,4.3595,4.3595,4.3601,4.3590,0.2530,0.0000,5.0000,0.0000,1.5179,0.0000,1.5179
