Time_sec,Pan_Actual_deg,Pan_Target_deg,Pan_Error_deg,Tilt_Actual_deg,Tilt_Target_deg,Tilt_Error_deg,Incidence_deg,IsLocked,LDR_Right_V,LDR_Left_V,LDR_Up_V,LDR_Down_V,Current_Pan_A,Current_Tilt_A,Velocity_Pan_dps,Velocity_Tilt_dps,Power_Pan_W,Power_Tilt_W,Power_Total_W
29.350,-32.9765,-33.4191,-0.4426,-1.9290,-2.4525,-0.5235,1.0061,0,4.3594,4.3595,4.3555,4.3634,0.1993,0.2536,61.5087,0.0000,1.1956,1.5216,2.7172
29.360,-33.4916,-33.0865,0.4050,-1.9290,-2.4530,-0.5240,1.0071,0,4.3595,4.3594,4.3555,4.3634,0.1901,0.2537,51.5088,0.0000,1.1409,1.5221,2.6629
29.370,-32.8765,-33.3191,-0.4426,-1.9290,-2.4536,-0.5246,1.0081,0,4.3594,4.3595,4.3555,4.3634,0.1993,0.2538,61.5087,0.0000,1.1956,1.5226,2.7182
29.380,-33.3916,-32.9865,0.4050,-1.9290,-2.4541,-0.5251,1.0091,0,4.3595,4.3594,4.3555,4.3634,0.1901,0.2539,51.5087,0.0000,1.1409,1.5231,2.6640
29.390,-32.7765,-33.2191,-0.4426,-1.9290,-2.4546,-0.5256,1.0101,0,4.3594,4.3595,4.3555,4.3634,0.1993,0.2539,61.5087,0.0000,1.1956,1.5236,2.7193
29.400,-33.2916,-32.8865,0.4050,-1.9290,-2.4552,-0.5262,1.0111,0,4.3595,4.3594,4.3554,4.3634,0.1901,0.2540,51.5087,0.0000,1.1409,1.5242,2.6650
29.410,-32.6765,-33.1191,-0.4426,-1.9290,-2.4557,-0.5267,1.0121,0,4.3594,4.3595,4.3554,4.3634,0.1993,0.2541,61.5087,0.0000,1.1956,1.5247,2.7203
29.420,-33.1916,-32.7865,0.4050,-1.9290,-2.4563,-0.5273,1.0131,0,4.3595,4.3594,4.3554,4.3634,0.1901,0.2542,51.5087,0.0000,1.1409,1.5252,2.6660
29.430,-32.5765,-33.0191,-0.4426,-1.9290,-2.4568,-0.5278,1.0141,0,4.3594,4.3595,4.3554,4.3634,0.1993,0.2543,61.5087,0.0000,1.1956,1.5257,2.7213
29.440,-33.0916,-32.6865,0.4050,-1.9290,-2.4573,-0.5283,1.0151,0,4.3595,4.3594,4.3554,4.3634,0.1901,0.2544,51.5087,0.0000,1.1409,1.5262,2.6671
29.450,-32.4765,-32.9191,-0.4426,-1.9290,-2.4579,-0.5289,1.0161,0,4.3594,4.3595,4.3554,4.3634,0.1993,0.2545,61.5087,0.0000,1.1956,1.5267,2.7224
29.460,-32.9916,-32.5865,0.4050,-1.9290,-2.4584,-0.5294,1.0171,0,4.3595,4.3594,4.3554,4.3634,0.1901,0.2545,51.5087,0.0000,1.1409,1.5273,2.6681
29.470,-32.3765,-32.8191,-0.4426,-1.9290,-2.4590,-0.5300,1.0181,0,4.3594,4.3595,4.3554,4.3634,0.1993,0.2546,61.5087,0.0000,1.1956,1.5278,2.7234
29.480,-32.8916,-32.4865,0.4050,-1.9290,-2.4595,-0.5305,1.0191,0,4.3595,4.3594,4.3554,4.3634,0.1901,0.2547,51.5087,0.0000,1.1409,1.5283,2.6691
29.490,-32.2765,-32.7191,-0.4426,-1.9290,-2.4600,-0.5310,1.0201,0,4.3594,4.3595,4.3554,4.3634,0.1993,0.2548,61.5087,0.0000,1.1956,1.5288,2.7244
29.500,-32.7916,-32.3865,0.4050,-1.9290,-2.4606,-0.5316,1.0211,0,4.3595,4.3594,4.3554,4.3634,0.1901,0.2549,51.5087,0.0000,1.1409,1.5293,2.6702
29.510,-32.1765,-32.6191,-0.4426,-1.9290,-2.4611,-0.5321,1.0221,0,4.3594,4.3595,4.3554,4.3634,0.1993,0.2550,61.5087,0.0000,1.1956,1.5298,2.7255
29.520,-32.6916,-32.2865,0.4050,-1.9290,-2.4617,-0.5327,1.0231,0,4.3595,4.3594,4.3554,4.3634,0.1901,0.2551,51.5087,0.0000,1.1409,1.5304,2.6712
29.530,-32.0765,-32.5191,-0.4426,-1.9290,-2.4622,-0.5332,1.0241,0,4.3594,4.3595,4.3554,4.3634,0.1993,0.2551,61.5087,0.0000,1.1956,1.5309,2.7265
29.540,-32.5916,-32.1865,0.4050,-1.9290,-2.4627,-0.5337,1.0251,0,4.3595,4.3594,4.3554,4.3635,0.1901,0.2552,51.5087,0.0000,1.1409,1.5314,2.6723
29.550,-31.9765,-32.4191,-0.4426,-1.9290,-2.4633,-0.5343,1.0261,0,4.3594,4.3595,4.3554,4.3635,0.1993,0.2553,61.5087,0.0000,1.1956,1.5319,2.7275
29.560,-32.4916,-32.0865,0.4050,-1.9290,-2.4638,-0.5348,1.0271,0,4.3595,4.3594,4.3554,4.3635,0.1901,0.2554,51.5087,0.0000,1.1409,1.5324,2.6733
29.570,-31.8765,-32.3191,-0.4426,-1.9290,-2.4644,-0.5354,1.0281,0,4.3594,4.3595,4.3554,4.3635,0.1993,0.2555,61.5087,0.0000,1.1956,1.5329,2.7286
29.580,-32.3916,-31.9865,0.4050,-1.9290,-2.4649,-0.5359,1.0291,0,4.3595,4.3594,4.3554,4.3635,0.1901,0.2556,51.5087,0.0000,1.1409,1.5335,2.6743
29.590,-31.7765,-32.2191,-0.4426,-1.9290,-2.4654,-0.5364,1.0301,0,4.3594,4.3595,4.3554,4.3635,0.1993,0.2557,61.5087,0.0000,1.1956,1.5340,2.7296
29.600,-32.2916,-31.8866,0.4050,-1.9290,-2.4660,-0.5370,1.0311,0,4.3595,4.3594,4.3554,4.3635,0.1901,0.2557,51.5087,0.0000,1.1409,1.5345,2.6754
29.610,-31.6765,-32.1191,-0.4426,-1.9290,-2.4665,-0.5375,1.0321,0,4.3594,4.3595,4.3554,4.3635,0.1993,0.2558,61.5087,0.0000,1.1956,1.5350,2.7306
29.620,-32.1916,-31.7866,0.4050,-1.9290,-2.4671,-0.5380,1.0331,0,4.3595,4.3594,4.3554,4.3635,0.1901,0.2559,51.5087,0.0000,1.1409,1.5355,2.6764
29.630,-31.5765,-32.0191,-0.4426,-1.9290,-2.4676,-0.5386,1.0341,0,4.3594,4.3595,4.3554,4.3635,0.1993,0.2560,61.5087,0.0000,1.1956,1.5360,2.7317
29.640,-32.0916,-31.6866,0.4050,-1.9290,-2.4681,-0.5391,1.0351,0,4.3595,4.3594,4.3553,4.3635,0.1901,0.2561,51.5087,0.0000,1.1409,1.5366,2.6774
29.650,-31.4765,-31.9191,-0.4426,-1.9290,-2.4687,-0.5397,1.0361,0,4.3594,4.3595,4.3553,4.3635,0.1993,0.2562,61.5087,0.0000,1.1956,1.5371,2.7327
29.660,-31.9916,-31.5866,0.4050,-1.9290,-2.4692,-0.5402,1.0371,0,4.3595,4.3594,4.3553,4.3635,0.1901,0.2563,51.5087,0.0000,1.1409,1.5376,2.6785
29.670,-31.3765,-31.8191,-0.4426,-1.9290,-2.4698,-0.5407,1.0381,0,4.3594,4.3595,4.3553,4.3635,0.1993,0.2564,61.5087,0.0000,1.1956,1.5381,2.7337
29.680,-31.8916,-31.4866,0.4050,-1.9290,-2.4703,-0.5413,1.0391,0,4.3595,4.3594,4.3553,4.3635,0.1901,0.2564,51.5087,0.0000,1.1409,1.5386,2.6795
29.690,-31.2765,-31.7191,-0.4426,-1.9290,-2.4708,-0.5418,1.0401,0,4.3594,4.3595,4.3553,4.3635,0.1993,0.2565,61.5087,0.0000,1.1956,1.5391,2.7348
29.700,-31.7916,-31.3866,0.4050,-1.9290,-2.4714,-0.5424,1.0411,0,4.3595,4.3594,4.3553,4.3635,0.1901,0.2566,51.5087,0.0000,1.1409,1.5397,2.6805
29.710,-31.1765,-31.6191,-0.4426,-1.9290,-2.4719,-0.5429,1.0421,0,4.3594,4.3595,4.3553,4.3635,0.1993,0.2567,61.5087,0.0000,1.1956,1.5402,2.7358
29.720,-31.6916,-31.2866,0.4050,-1.9290,-2.4724,-0.5434,1.0431,0,4.3595,4.3594,4.3553,4.3635,0.1901,0.2568,51.5087,0.0000,1.1409,1.5407,2.6816
29.730,-31.0765,-31.5191,-0.4426,-1.9290,-2.4730,-0.5440,1.0441,0,4.3594,4.3595,4.3553,4.3635,0.1993,0.2569,61.5087,0.0000,1.1956,1.5412,2.7368
29.740,-31.5916,-31.1866,0.4050,-1.9290,-2.4735,-0.5445,1.0451,0,4.3595,4.3594,4.3553,4.3635,0.1901,0.2570,51.5087,0.0000,1.1409,1.5417,2.6826
29.750,-30.9765,-31.4191,-0.4426,-1.9290,-2.4741,-0.5451,1.0461,0,4.3594,4.3595,4.3553,4.3635,0.1993,0.2570,61.5087,0.0000,1.1956,1.5422,2.7379
29.760,-31.4916,-31.0866,0.4050,-1.9290,-2.4746,-0.5456,1.0471,0,4.3595,4.3594,4.3553,4.3635,0.1901,0.2571,51.5087,0.0000,1.1409,1.5428,2.6836
29.770,-30.8765,-31.3191,-0.4426,-1.9290,-2.4751,-0.5461,1.0481,0,4.3594,4.3595,4.3553,4.3635,0.1993,0.2572,61.5087,0.0000,1.1956,1.5433,2.7389
29.780,-31.3916,-30.9866,0.4050,-1.9290,-2.4757,-0.5467,1.0491,0,4.3595,4.3594,4.3553,4.3635,0.1901,0.2573,51.5087,0.0000,1.1409,1.5438,2.6847
29.790,-30.7765,-31.2191,-0.4426,-1.9290,-2.4762,-0.5472,1.0501,0,4.3594,4.3595,4.3553,4.3635,0.1993,0.2574,61.5087,0.0000,1.1956,1.5443,2.7399
29.800,-31.2916,-30.8866,0.4050,-1.9290,-2.4768,-0.5478,1.0511,0,4.3595,4.3594,4.3553,4.3636,0.1901,0.2575,51.5087,0.0000,1.1409,1.5448,2.6857
29.810,-30.6765,-31.1191,-0.4426,-1.9290,-2.4773,-0.5483,1.0521,0,4.3594,4.3595,4.3553,4.3636,0.1993,0.2576,61.5087,0.0000,1.1956,1.5453,2.7410
29.820,-31.1916,-30.7866,0.4050,-1.9290,-2.4778,-0.5488,1.0531,0,4.3595,4.3594,4.3553,4.3636,0.1901,0.2576,51.5087,0.0000,1.1409,1.5459,2.6867
29.830,-30.5765,-31.0191,-0.4426,-1.9290,-2.4784,-0.5494,1.0541,0,4.3594,4.3595,4.3553,4.3636,0.1993,0.2577,61.5087,0.0000,1.1956,1.5464,2.7420
29.840,-31.0916,-30.6866,0.4050,-1.9290,-2.4789,-0.5499,1.0551,0,4.3595,4.3594,4.3553,4.3636,0.1901,0.2578,51.5087,0.0000,1.1409,1.5469,2.6878
29.850,-30.4765,-30.9191,-0.4426,-1.9290,-2.4795,-0.5505,1.0561,0,4.3594,4.3595,4.3553,4.3636,0.1993,0.2579,61.5087,0.0000,1.1956,1.5474,2.7430
29.860,-30.9916,-30.5866,0.4050,-1.9290,-2.4800,-0.5510,1.0571,0,4.3595,4.3594,4.3553,4.3636,0.1901,0.2580,51.5087,0.0000,1.1409,1.5479,2.6888
29.870,-30.3765,-30.8191,-0.4426,-1.9290,-2.4805,-0.5515,1.0581,0,4.3594,4.3595,4.3553,4.3636,0.1993,0.2581,61.5087,0.0000,1.1956,1.5484,2.7441
29.880,-30.8916,-30.4866,0.4050,-1.9290,-2.4811,-0.5521,1.0591,0,4.3595,4.3594,4.3552,4.3636,0.1901,0.2582,51.5087,0.0000,1.1409,1.5490,2.6898
29.890,-30.2765,-30.7191,-0.4426,-1.9290,-2.4816,-0.5526,1.0601,0,4.3594,4.3595,4.3552,4.3636,0.1993,0.2582,61.5087,0.0000,1.1956,1.5495,2.7451
29.900,-30.7916,-30.3866,0.4050,-1.9290,-2.4822,-0.5532,1.0611,0,4.3595,4.3594,4.3552,4.3636,0.1901,0.2583,51.5087,0.0000,1.1409,1.5500,2.6909
29.910,-30.1765,-30.6191,-0.4426,-1.9290,-2.4827,-0.5537,1.0621,0,4.3594,4.3595,4.3552,4.3636,0.1993,0.2584,61.5087,0.0000,1.1956,1.5505,2.7461
29.920,-30.6916,-30.2866,0.4050,-1.9290,-2.4832,-0.5542,1.0631,0,4.3595,4.3594,4.3552,4.3636,0.1901,0.2585,51.5087,0.0000,1.1409,1.5510,2.6919
29.930,-30.0765,-30.5191,-0.4426,-1.9290,-2.4838,-0.5548,1.0641,0,4.3594,4.3595,4.3552,4.3636,0.1993,0.2586,61.5086,0.0000,1.1956,1.5515,2.7472
29.940,-30.5916,-30.1866,0.4050,-1.9290,-2.4843,-0.5553,1.0651,0,4.3595,4.3594,4.3552,4.3636,0.1901,0.2587,51.5087,0.0000,1.1409,1.5521,2.6929
29.950,-29.9765,-30.4191,-0.4426,-1.9290,-2.4849,-0.5558,1.0661,0,4.3594,4.3595,4.3552,4.3636,0.1993,0.2588,61.5086,0.0000,1.1956,1.5526,2.7482
29.960,-30.4916,-30.0866,0.4050,-1.9290,-2.4854,-0.5564,1.0671,0,4.3595,4.3594,4.3552,4.3636,0.1901,0.2588,51.5087,0.0000,1.1409,1.5531,2.6940
29.970,-29.8765,-30.3191,-0.4426,-1.9290,-2.4859,-0.5569,1.0681,0,4.3594,4.3595,4.3552,4.3636,0.1993,0.2589,61.5086,0.0000,1.1956,1.5536,2.7492
29.980,-30.3916,-29.9866,0.4050,-1.9290,-2.4865,-0.5575,1.0691,0,4.3595,4.3594,4.3552,4.3636,0.1901,0.2590,51.5087,0.0000,1.1409,1.5541,2.6950
29.990,-29.7765,-30.2191,-0.4426,-1.9290,-2.4870,-0.5580,1.0701,0,4.3594,4.3595,4.3552,4.3636,0.1993,0.2591,61.5086,0.0000,1.1956,1.5546,2.7503
30.000,-30.2916,-29.8866,0.4050,-1.9290,-2.4875,-0.5585,1.0711,0,4.3595,4.3594,4.3552,4.3636,0.1901,0.2592,51.5087,0.0000,1.1409,1.5552,2.6960
30.010,-29.6765,-30.1191,-0.4426,-1.9290,-2.4881,-0.5591,1.0721,0,4.3594,4.3595,4.3552,4.3636,0.1993,0.2593,61.5086,0.0000,1.1956,1.5557,2.7513
30.020,-30.1916,-29.7866,0.4050,-1.9290,-2.4886,-0.5596,1.0731,0,4.3595,4.3594,4.3552,4.3636,0.1901,0.2594,51.5087,0.0000,1.1409,1.5562,2.6971
30.030,-29.5765,-30.0191,-0.4426,-1.9290,-2.4892,-0.5602,1.0741,0,4.3594,4.3595,4.3552,4.3636,0.1993,0.2595,61.5086,0.0000,1.1956,1.5567,2.7523
30.040,-30.0916,-29.6866,0.4050,-1.9290,-2.4897,-0.5607,1.0751,0,4.3595,4.3594,4.3552,4.3636,0.1901,0.2595,51.5087,0.0000,1.1409,1.5572,2.6981
30.050,-29.4765,-29.9191,-0.4426,-1.9290,-2.4902,-0.5612,1.0761,0,4.3594,4.3595,4.3552,4.3636,0.1993,0.2596,61.5086,0.0000,1.1956,1.5577,2.7534
30.060,-29.9916,-29.5866,0.4050,-1.9290,-2.4908,-0.5618,1.0771,0,4.3595,4.3594,4.3552,4.3636,0.1901,0.2597,51.5087,0.0000,1.1409,1.5583,2.6991
30.070,-29.3765,-29.8192,-0.4426,-1.9290,-2.4913,-0.5623,1.0781,0,4.3594,4.3595,4.3552,4.3637,0.1993,0.2598,61.5086,0.0000,1.1956,1.5588,2.7544
30.080,-29.8916,-29.4866,0.4050,-1.9290,-2.4919,-0.5629,1.0791,0,4.3595,4.3594,4.3552,4.3637,0.1901,0.2599,51.5087,0.0000,1.1409,1.5593,2.7002
30.090,-29.2765,-29.7192,-0.4426,-1.9290,-2.4924,-0.5634,1.0801,0,4.3594,4.3595,4.3552,4.3637,0.1993,0.2600,61.5086,0.0000,1.1956,1.5598,2.7554
30.100,-29.7916,-29.3866,0.4050,-1.9290,-2.4929,-0.5639,1.0811,0,4.3595,4.3594,4.3552,4.3637,0.1901,0.2601,51.5087,0.0000,1.1409,1.5603,2.7012
30.110,-29.1765,-29.6192,-0.4426,-1.9290,-2.4935,-0.5645,1.0821,0,4.3594,4.3595,4.3552,4.3637,0.1993,0.2601,61.5086,0.0000,1.1956,1.5608,2.7565
30.120,-29.6916,-29.2866,0.4050,-1.9290,-2.4940,-0.5650,1.0831,0,4.3595,4.3594,4.3551,4.3637,0.1901,0.2602,51.5087,0.0000,1.1409,1.5614,2.7022
30.130,-29.0765,-29.5192,-0.4426,-1.9290,-2.4946,-0.5656,1.0841,0,4.3594,4.3595,4.3551,4.3637,0.1993,0.2603,61.5086,0.0000,1.1956,1.5619,2.7575
30.140,-29.5916,-29.1866,0.4050,-1.9290,-2.4951,-0.5661,1.0851,0,4.3595,4.3594,4.3551,4.3637,0.1901,0.2604,51.5087,0.0000,1.1409,1.5624,2.7033
30.150,-28.9765,-29.4192,-0.4426,-1.9290,-2.4956,-0.5666,1.0861,0,4.3594,4.3595,4.3551,4.3637,0.1993,0.2605,61.5086,0.0000,1.1956,1.5629,2.7585
30.160,-29.4916,-29.0866,0.4050,-1.9290,-2.4962,-0.5672,1.0871,0,4.3595,4.3594,4.3551,4.3637,0.1901,0.2606,51.5087,0.0000,1.1409,1.5634,2.7043
30.170,-28.8765,-29.3192,-0.4426,-1.9290,-2.4967,-0.5677,1.0881,0,4.3594,4.3595,4.3551,4.3637,0.1993,0.2607,61.5086,0.0000,1.1956,1.5639,2.7596
30.180,-29.3916,-28.9866,0.4050,-1.9290,-2.4973,-0.5682,1.0891,0,4.3595,4.3594,4.3551,4.3637,0.1901,0.2607,51.5087,0.0000,1.1409,1.5645,2.7053
30.190,-28.7765,-29.2192,-0.4426,-1.9290,-2.4978,-0.5688,1.0901,0,4.3594,4.3595,4.3551,4.3637,0.1993,0.2608,61.5086,0.0000,1.1956,1.5650,2.7606
30.200,-29.2916,-28.8866,0.4050,-1.9290,-2.4983,-0.5693,1.0911,0,4.3595,4.3594,4.3551,4.3637,0.1901,0.2609,51.5087,0.0000,1.1409,1.5655,2.7064
30.210,-28.6765,-29.1192,-0.4426,-1.9290,-2.4989,-0.5699,1.0921,0,4.3594,4.3595,4.3551,4.3637,0.1993,0.2610,61.5086,0.0000,1.1956,1.5660,2.7616
30.220,-29.1916,-28.7866,0.4050,-1.9290,-2.4994,-0.5704,1.0931,0,4.3595,4.3594,4.3551,4.3637,0.1901,0.2611,51.5087,0.0000,1.1409,1.5665,2.7074
30.230,-28.5765,-29.0192,-0.4426,-1.9290,-2.4999,-0.5709,1.0941,0,4.3594,4.3595,4.3551,4.3637,0.1993,0.2612,61.5086,0.0000,1.1956,1.5670,2.7627
30.240,-29.0916,-28.6866,0.4050,-1.9290,-2.5005,-0.5715,1.0951,0,4.3595,4.3594,4.3551,4.3637,0.1901,0.2613,51.5087,0.0000,1.1409,1.5676,2.7084
30.250,-28.4765,-28.9192,-0.4426,-1.9290,-2.5010,-0.5720,1.0961,0,4.3594,4.3595,4.3551,4.3637,0.1993,0.2613,61.5086,0.0000,1.1956,1.5681,2.7637
30.260,-28.9916,-28.5866,0.4050,-1.9290,-2.5016,-0.5726,1.0971,0,4.3595,4.3594,4.3551,4.3637,0.1901,0.2614,51.5087,0.0000,1.1409,1.5686,2.7095
30.270,-28.3765,-28.8192,-0.4426,-1.9290,-2.5021,-0.5731,1.0981,0,4.3594,4.3595,4.3551,4.3637,0.1993,0.2615,61.5086,0.0000,1.1956,1.5691,2.7647
30.280,-28.8916,-28.4866,0.4050,-1.9290,-2.5026,-0.5736,1.0991,0,4.3595,4.3594,4.3551,4.3637,0.1901,0.2616,51.5087,0.0000,1.1409,1.5696,2.7105
30.290,-28.2765,-28.7192,-0.4426,-1.9290,-2.5032,-0.5742,1.1001,0,4.3594,4.3595,4.3551,4.3637,0.1993,0.2617,61.5086,0.0000,1.1956,1.5701,2.7658
30.300,-28.7916,-28.3866,0.4050,-1.9290,-2.5037,-0.5747,1.1011,0,4.3595,4.3594,4.3551,4.3637,0.1901,0.2618,51.5087,0.0000,1.1409,1.5707,2.7115
30.310,-28.1765,-28.6192,-0.4426,-1.9290,-2.5043,-0.5753,1.1021,0,4.3594,4.3595,4.3551,4.3637,0.1993,0.2619,61.5086,0.0000,1.1956,1.5712,2.7668
30.320,-28.6916,-28.2866,0.4050,-1.9290,-2.5048,-0.5758,1.1031,0,4.3595,4.3594,4.3551,4.3637,0.1901,0.2619,51.5087,0.0000,1.1409,1.5717,2.7125
30.330,-28.0765,-28.5192,-0.4426,-1.9290,-2.5053,-0.5763,1.1041,0,4.3594,4.3595,4.3551,4.3637,0.1993,0.2620,61.5086,0.0000,1.1956,1.5722,2.7678
30.340,-28.5916,-28.1866,0.4050,-1.9290,-2.5059,-0.5769,1.1051,0,4.3595,4.3594,4.3551,4.3638,0.1901,0.2621,51.5087,0.0000,1.1409,1.5727,2.7136
30.350,-27.9765,-28.4192,-0.4426,-1.9290,-2.5064,-0.5774,1.1061,0,4.3594,4.3595,4.3551,4.3638,0.1993,0.2622,61.5086,0.0000,1.1956,1.5732,2.7688
30.360,-28.4916,-28.0866,0.4050,-1.9290,-2.5070,-0.5779,1.1071,0,4.3595,4.3594,4.3551,4.3638,0.1901,0.2623,51.5087,0.0000,1.1409,1.5738,2.7146
30.370,-27.8765,-28.3192,-0.4426,-1.9290,-2.5075,-0.5785,1.1081,0,4.3594,4.3595,4.3550,4.3638,0.1993,0.2624,61.5086,0.0000,1.1956,1.5743,2.7699
30.380,-28.3916,-27.9866,0.4050,-1.9290,-2.5080,-0.5790,1.1091,0,4.3595,4.3594,4.3550,4.3638,0.1901,0.2625,51.5087,0.0000,1.1409,1.5748,2.7156
30.390,-27.7765,-28.2192,-0.4426,-1.9290,-2.5086,-0.5796,1.1101,0,4.3594,4.3595,4.3550,4.3638,0.1993,0.2626,61.5086,0.0000,1.1956,1.5753,2.7709
30.400,-28.2916,-27.8866,0.4050,-1.9290,-2.5091,-0.5801,1.1111,0,4.3595,4.3594,4.3550,4.3638,0.1901,0.2626,51.5087,0.0000,1.1409,1.5758,2.7167
30.410,-27.6765,-28.1192,-0.4426,-1.9290,-2.5096,-0.5806,1.1121,0,4.3594,4.3595,4.3550,4.3638,0.1993,0.2627,61.5086,0.0000,1.1956,1.5763,2.7719
30.420,-28.1916,-27.7866,0.4050,-1.9290,-2.5102,-0.5812,1.1131,0,4.3595,4.3594,4.3550,4.3638,0.1901,0.2628,51.5087,0.0000,1.1409,1.5768,2.7177
30.430,-27.5765,-28.0192,-0.4426,-1.9290,-2.5107,-0.5817,1.1141,0,4.3594,4.3595,4.3550,4.3638,0.1993,0.2629,61.5086,0.0000,1.1956,1.5774,2.7730
30.440,-28.0916,-27.6866,0.4050,-1.9290,-2.5113,-0.5823,1.1151,0,4.3595,4.3594,4.3550,4.3638,0.1901,0.2630,51.5087,0.0000,1.1409,1.5779,2.7187
30.450,-27.4765,-27.9192,-0.4426,-1.9290,-2.5118,-0.5828,1.1161,0,4.3594,4.3595,4.3550,4.3638,0.1993,0.2631,61.5086,0.0000,1.1956,1.5784,2.7740
30.460,-27.9916,-27.5866,0.4050,-1.9290,-2.5123,-0.5833,1.1171,0,4.3595,4.3594,4.3550,4.3638,0.1901,0.2632,51.5087,0.0000,1.1409,1.5789,2.7198
30.470,-27.3765,-27.8192,-0.4426,-1.9290,-2.5129,-0.5839,1.1181,0,4.3594,4.3595,4.3550,4.3638,0.1993,0.2632,61.5086,0.0000,1.1956,1.5794,2.7750
30.480,-27.8916,-27.4866,0.4050,-1.9290,-2.5134,-0.5844,1.1191,0,4.3595,4.3594,4.3550,4.3638,0.1901,0.2633,51.5087,0.0000,1.1409,1.5799,2.7208
30.490,-27.2765,-27.7192,-0.4426,-1.9290,-2.5140,-0.5849,1.1201,0,4.3594,4.3595,4.3550,4.3638,0.1993,0.2634,61.5086,0.0000,1.1956,1.5805,2.7761
30.500,-27.7916,-27.3866,0.4050,-1.9290,-2.5145,-0.5855,1.1211,0,4.3595,4.3594,4.3550,4.3638,0.1901,0.2635,51.5087,0.0000,1.1409,1.5810,2.7218
30.510,-27.1765,-27.6192,-0.4426,-1.9290,-2.5150,-0.5860,1.1221,0,4.3594,4.3595,4.3550,4.3638,0.1993,0.2636,61.5086,0.0000,1.1956,1.5815,2.7771
30.520,-27.6916,-27.2866,0.4050,-1.9290,-2.5156,-0.5866,1.1231,0,4.3595,4.3594,4.3550,4.3638,0.1901,0.2637,51.5087,0.0000,1.1409,1.5820,2.7229
30.530,-27.0765,-27.5192,-0.4426,-1.9290,-2.5161,-0.5871,1.1241,0,4.3594,4.3595,4.3550,4.3638,0.1993,0.2638,61.5086,0.0000,1.1956,1.5825,2.7781
30.540,-27.5916,-27.1866,0.4050,-1.9290,-2.5166,-0.5876,1.1251,0,4.3595,4.3594,4.3550,4.3638,0.1901,0.2638,51.5087,0.0000,1.1409,1.5830,2.7239
30.550,-26.9765,-27.4192,-0.4426,-1.9290,-2.5172,-0.5882,1.1261,0,4.3594,4.3595,4.3550,4.3638,0.1993,0.2639,61.5086,0.0000,1.1956,1.5836,2.7792
30.560,-27.4916,-27.0866,0.4050,-1.9290,-2.5177,-0.5887,1.1271,0,4.3595,4.3594,4.3550,4.3638,0.1901,0.2640,51.5087,0.0000,1.1409,1.5841,2.7249
30.570,-26.8765,-27.3192,-0.4426,-1.9290,-2.5183,-0.5893,1.1281,0,4.3594,4.3595,4.3550,4.3638,0.1993,0.2641,61.5086,0.0000,1.1956,1.5846,2.7802
30.580,-27.3916,-26.9866,0.4050,-1.9290,-2.5188,-0.5898,1.1291,0,4.3595,4.3594,4.3550,4.3638,0.1901,0.2642,51.5087,0.0000,1.1409,1.5851,2.7260
30.590,-26.7765,-27.2192,-0.4426,-1.9290,-2.5193,-0.5903,1.1301,0,4.3594,4.3595,4.3550,4.3638,0.1993,0.2643,61.5086,0.0000,1.1956,1.5856,2.7812
30.600,-27.2916,-26.8866,0.4050,-1.9290,-2.5199,-0.5909,1.1311,0,4.3595,4.3594,4.3550,4.3639,0.1901,0.2644,51.5087,0.0000,1.1409,1.5861,2.7270
30.610,-26.6765,-27.1192,-0.4426,-1.9290,-2.5204,-0.5914,1.1321,0,4.3594,4.3595,4.3549,4.3639,0.1993,0.2644,61.5086,0.0000,1.1956,1.5867,2.7823
30.620,-27.1916,-26.7866,0.4050,-1.9290,-2.5210,-0.5919,1.1331,0,4.3595,4.3594,4.3549,4.3639,0.1901,0.2645,51.5087,0.0000,1.1409,1.5872,2.7280
30.630,-26.5765,-27.0192,-0.4426,-1.9290,-2.5215,-0.5925,1.1341,0,4.3594,4.3595,4.3549,4.3639,0.1993,0.2646,61.5086,0.0000,1.1956,1.5877,2.7833
30.640,-27.0916,-26.6866,0.4050,-1.9290,-2.5220,-0.5930,1.1351,0,4.3595,4.3594,4.3549,4.3639,0.1901,0.2647,51.5087,0.0000,1.1409,1.5882,2.7291
30.650,-26.4765,-26.9192,-0.4426,-1.9290,-2.5226,-0.5936,1.1361,0,4.3594,4.3595,4.3549,4.3639,0.1993,0.2648,61.5086,0.0000,1.1956,1.5887,2.7843
30.660,-26.9916,-26.5866,0.4050,-1.9290,-2.5231,-0.5941,1.1371,0,4.3595,4.3594,4.3549,4.3639,0.1901,0.2649,51.5087,0.0000,1.1409,1.5892,2.7301
30.670,-26.3765,-26.8192,-0.4426,-1.9290,-2.5236,-0.5946,1.1381,0,4.3594,4.3595,4.3549,4.3639,0.1993,0.2650,61.5086,0.0000,1.1956,1.5897,2.7854
30.680,-26.8916,-26.4866,0.4050,-1.9290,-2.5242,-0.5952,1.1391,0,4.3595,4.3594,4.3549,4.3639,0.1901,0.2650,51.5087,0.0000,1.1409,1.5903,2.7311
30.690,-26.2765,-26.7192,-0.4426,-1.9290,-2.5247,-0.5957,1.1401,0,4.3594,4.3595,4.3549,4.3639,0.1993,0.2651,61.5086,0.0000,1.1956,1.5908,2.7864
30.700,-26.7916,-26.3866,0.4050,-1.9290,-2.5253,-0.5963,1.1411,0,4.3595,4.3594,4.3549,4.3639,0.1901,0.2652,51.5087,0.0000,1.1409,1.5913,2.7322
